Pokemon_1 ,Type_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2 ,Type_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner
Beartic,Ice,95,130,80,50,355,Florges,Fairy,78,65,68,75,156,1
Cryogonal,Ice,80,50,50,105,285,Granbull,Fairy,90,120,75,45,280,1
Shelmet,Bug,50,40,85,25,200,Milcery,Fairy,45,40,40,34,139,1
Accelgor,Bug,80,70,40,145,335,Slurpuff,Fairy,82,80,86,72,285,1
Stunfisk,Ground,109,66,84,32,291,Snubbull,Fairy,60,80,50,30,154,1
Galarian Stunfisk,Ground,109,81,99,32,321,Spritzee,Fairy,78,52,60,23,132,1
Mienfoo,Fighting,45,85,50,65,245,Swirlix,Fairy,62,48,66,49,140,1
Mienshao,Fighting,65,125,60,105,355,Sylveon,Fairy,95,65,65,60,160,1
Druddigon,Dragon,77,120,90,48,335,Togekiss,Fairy,85,50,95,80,310,1
Golett,Ground,59,74,50,35,218,Togepi,Fairy,35,20,65,20,66,1
Golurk,Ground,89,124,80,55,348,Togetic,Fairy,55,40,85,40,220,1
Pawniard,Dark,45,85,70,60,260,Xerneas,Fairy,126,131,95,99,408.5,2
Bisharp,Dark,65,125,100,70,360,Zacian Crowned Sword,Fairy,92,170,115,148,462.5,2
Bouffalant,Normal,95,110,95,55,355,Zacian Hero of Many Battles,Fairy,92,130,115,138,365,2
Rufflet,Normal,70,83,50,60,263,Alcremie,Fairy,65,60,75,64,181,1
Braviary,Normal,100,123,75,80,378,Aromatisse,Fairy,101,72,72,29,151,1
Vullaby,Dark,70,55,75,60,260,Clefable,Fairy,95,70,73,60,270.5,2
Mandibuzz,Dark,110,65,105,80,360,Clefairy,Fairy,70,45,48,35,165.5,1
Heatmor,Fire,85,97,66,65,313,Cleffa,Fairy,50,25,28,15,21,1
Durant,Bug,58,109,112,109,388,Comfey,Fairy,51,52,90,100,238.5,1
Deino,Dark,52,65,50,38,205,Flab̩b̩,Fairy,44,38,39,42,130.5,1
Zweilous,Dark,72,85,70,58,285,Floette,Fairy,54,45,47,52,155.5,1
Hydreigon,Dark,92,105,90,98,385,Florges,Fairy,78,65,68,75,233.5,1
Larvesta,Bug,55,85,55,60,255,Granbull,Fairy,90,120,75,45,287.5,2
Volcarona,Bug,85,60,65,100,310,Milcery,Fairy,45,40,40,34,129,1
Cobalion,Steel,91,90,129,108,418,Slurpuff,Fairy,82,80,86,72,140,1
Terrakion,Rock,91,129,90,108,418,Snubbull,Fairy,60,80,50,30,91,1
Virizion,Grass,91,90,72,108,361,Spritzee,Fairy,78,52,60,23,123,1
Tornadus Incarnate Forme,Flying,79,115,70,111,375,Swirlix,Fairy,62,48,66,49,110,1
Tornadus Therian Forme,Flying,79,100,80,121,380,Sylveon,Fairy,95,65,65,60,185,1
Thundurus Incarnate Forme,Electric,79,115,70,111,375,Togekiss,Fairy,85,50,95,80,80,1
Thundurus Therian Forme,Electric,79,105,70,101,355,Togepi,Fairy,35,20,65,20,35,1
Reshiram,Dragon,100,120,100,90,410,Togetic,Fairy,55,40,85,40,220,1
Zekrom,Dragon,100,150,120,90,460,Xerneas,Fairy,126,131,95,99,451,1
Landorus Incarnate Forme,Ground,89,125,90,101,405,Zacian Crowned Sword,Fairy,92,170,115,148,275,1
Landorus Therian Forme,Ground,89,145,90,91,415,Zacian Hero of Many Battles,Fairy,92,130,115,138,330,1
Kyurem,Dragon,125,130,90,95,440,Alcremie,Fairy,65,60,75,64,264,1
Black Kyurem,Dragon,125,170,100,95,490,Aromatisse,Fairy,101,72,72,29,274,1
White Kyurem,Dragon,125,120,90,95,430,Clefable,Fairy,95,70,73,60,298,1
Keldeo Ordinary Forme,Water,91,72,90,108,361,Clefairy,Fairy,70,45,48,35,126,1
Keldeo Resolute Forme,Water,91,72,90,108,361,Cleffa,Fairy,50,25,28,15,46,1
Meloetta Aria Forme,Normal,100,77,77,90,344,Comfey,Fairy,51,52,90,100,216,1
Meloetta Pirouette Forme,Normal,100,128,90,128,446,Flab̩b̩,Fairy,44,38,39,42,35,1
Genesect,Bug,71,120,95,99,385,Floette,Fairy,54,45,47,52,138,1
Chespin,Grass,56,61,65,38,220,Florges,Fairy,78,65,68,75,225,2
Quilladin,Grass,61,78,95,57,291,Granbull,Fairy,90,120,75,45,252,1
Chesnaught,Grass,88,107,122,64,381,Milcery,Fairy,45,40,40,34,52,1
Fennekin,Fire,40,45,40,60,185,Slurpuff,Fairy,82,80,86,72,275,2
Braixen,Fire,59,59,58,73,249,Snubbull,Fairy,60,80,50,30,161,1
Delphox,Fire,75,69,72,104,320,Spritzee,Fairy,78,52,60,23,144,1
Froakie,Water,41,56,40,71,208,Swirlix,Fairy,62,48,66,49,169,1
Frogadier,Water,54,63,52,97,266,Sylveon,Fairy,95,65,65,60,222,1
Greninja,Water,72,95,67,122,356,Togekiss,Fairy,85,50,95,80,215,1
Ash-Greninja,Water,72,145,67,132,416,Togepi,Fairy,35,20,65,20,-5,1
Bunnelby,Normal,38,36,38,57,169,Togetic,Fairy,55,40,85,40,184,2
Diggersby,Normal,85,56,77,78,296,Xerneas,Fairy,126,131,95,99,395,2
Fletchling,Normal,45,50,43,62,200,Zacian Crowned Sword,Fairy,92,170,115,148,500,2
Fletchinder,Fire,62,73,55,84,274,Zacian Hero of Many Battles,Fairy,92,130,115,138,402,2
Talonflame,Fire,78,81,71,126,356,Alcremie,Fairy,65,60,75,64,183,1
Scatterbug,Bug,38,35,40,35,148,Aromatisse,Fairy,101,72,72,29,256.5,2
Spewpa,Bug,45,22,60,29,156,Clefable,Fairy,95,70,73,60,287,2
Vivillon,Bug,80,52,50,89,271,Clefairy,Fairy,70,45,48,35,172,1
Litleo,Fire,62,50,58,72,242,Cleffa,Fairy,50,25,28,15,68,1
Pyroar,Fire,86,68,72,106,332,Comfey,Fairy,51,52,90,100,225,1
Flab̩b̩,Fairy,44,38,39,42,163,Flab̩b̩,Fairy,44,38,39,42,125,1
Floette,Fairy,54,45,47,52,198,Floette,Fairy,54,45,47,52,153,1
Florges,Fairy,78,65,68,75,286,Florges,Fairy,78,65,68,75,221,1
Skiddo,Grass,66,65,48,52,231,Granbull,Fairy,90,120,75,45,265,2
Gogoat,Grass,123,100,62,68,353,Milcery,Fairy,45,40,40,34,59,1
Pancham,Fighting,67,82,62,43,254,Slurpuff,Fairy,82,80,86,72,238,1
Pangoro,Fighting,95,124,78,58,355,Snubbull,Fairy,60,80,50,30,96,1
Furfrou,Normal,75,80,60,102,317,Spritzee,Fairy,78,52,60,23,133,1
Espurr,Psychic,62,48,54,68,232,Swirlix,Fairy,62,48,66,49,177,1
Meowstic Male,Psychic,74,48,76,104,302,Sylveon,Fairy,95,65,65,60,237,1
Meowstic Female,Psychic,74,48,76,104,302,Togekiss,Fairy,85,50,95,80,262,1
Honedge,Steel,45,80,100,28,253,Togepi,Fairy,35,20,65,20,-20,1
Doublade,Steel,59,110,150,35,354,Togetic,Fairy,55,40,85,40,0,1
Aegislash Blade Forme,Steel,60,150,50,60,320,Xerneas,Fairy,126,131,95,99,151,1
Aegislash Shield Forme,Steel,60,50,150,60,320,Zacian Crowned Sword,Fairy,92,170,115,148,475,2
Spritzee,Fairy,78,52,60,23,213,Zacian Hero of Many Battles,Fairy,92,130,115,138,423,2
Aromatisse,Fairy,101,72,72,29,274,Alcremie,Fairy,65,60,75,64,192,1
Swirlix,Fairy,62,48,66,49,225,Aromatisse,Fairy,101,72,72,29,226,2
Slurpuff,Fairy,82,80,86,72,320,Clefable,Fairy,95,70,73,60,218,1
Inkay,Dark,53,54,53,45,205,Clefairy,Fairy,70,45,48,35,171,1
Malamar,Dark,86,92,88,73,339,Cleffa,Fairy,50,25,28,15,72,1
Binacle,Rock,42,52,67,50,211,Comfey,Fairy,51,52,90,100,241,2
Barbaracle,Rock,72,105,115,68,360,Flab̩b̩,Fairy,44,38,39,42,58,1
Skrelp,Poison,50,60,60,30,200,Floette,Fairy,54,45,47,52,78,1
Dragalge,Poison,65,75,90,44,274,Florges,Fairy,78,65,68,75,136,1
Clauncher,Water,50,53,62,44,209,Granbull,Fairy,90,120,75,45,277,2
Clawitzer,Water,71,73,88,59,291,Milcery,Fairy,45,40,40,34,86,1
Helioptile,Electric,44,38,33,70,185,Slurpuff,Fairy,82,80,86,72,282,2
Heliolisk,Electric,62,55,52,109,278,Snubbull,Fairy,60,80,50,30,165,1
Tyrunt,Rock,58,89,77,48,272,Spritzee,Fairy,78,52,60,23,124,1
Tyrantrum,Rock,82,121,119,71,393,Swirlix,Fairy,62,48,66,49,104,1
Amaura,Rock,77,59,50,46,232,Sylveon,Fairy,95,65,65,60,226,1
Aurorus,Rock,123,77,72,58,330,Togekiss,Fairy,85,50,95,80,156,1
Sylveon,Fairy,95,65,65,60,285,Togepi,Fairy,35,20,65,20,75,1
Hawlucha,Fighting,78,92,75,118,363,Togetic,Fairy,55,40,85,40,128,1
Dedenne,Electric,67,58,57,101,283,Xerneas,Fairy,126,131,95,99,393,2
Carbink,Rock,50,50,150,50,300,Zacian Crowned Sword,Fairy,92,170,115,148,500,2
Goomy,Dragon,45,50,35,40,170,Zacian Hero of Many Battles,Fairy,92,130,115,138,475,2
Sliggoo,Dragon,68,75,53,60,256,Alcremie,Fairy,65,60,75,64,264,2
Goodra,Dragon,90,100,70,80,340,Aromatisse,Fairy,101,72,72,29,274,1
Klefki,Steel,57,80,91,75,303,Clefable,Fairy,95,70,73,60,138,1
Phantump,Ghost,43,70,48,38,199,Clefairy,Fairy,70,45,48,35,128,1
Trevenant,Ghost,85,110,76,56,327,Cleffa,Fairy,50,25,28,15,8,1
Pumpkaboo Average Size,Ghost,49,66,70,51,236,Comfey,Fairy,51,52,90,100,227,1
Pumpkaboo Small Size,Ghost,44,66,70,56,236,Flab̩b̩,Fairy,44,38,39,42,97,1
Pumpkaboo Large Size,Ghost,54,66,70,46,236,Floette,Fairy,54,45,47,52,132,1
Pumpkaboo Super Size,Ghost,59,66,70,41,236,Florges,Fairy,78,65,68,75,220,1
Gourgeist Average Size,Ghost,65,90,122,84,361,Granbull,Fairy,90,120,75,45,240,1
Gourgeist Small Size,Ghost,55,85,122,99,361,Milcery,Fairy,45,40,40,34,74,1
Gourgeist Large Size,Ghost,75,95,122,69,361,Slurpuff,Fairy,82,80,86,72,225,1
Gourgeist Super Size,Ghost,85,100,122,54,361,Snubbull,Fairy,60,80,50,30,120,1
Bergmite,Ice,55,69,85,28,237,Spritzee,Fairy,78,52,60,23,144,1
Avalugg,Ice,95,117,184,28,424,Swirlix,Fairy,62,48,66,49,108,1
Noibat,Flying,40,30,35,55,160,Sylveon,Fairy,95,65,65,60,255,2
Noivern,Flying,85,70,80,123,358,Togekiss,Fairy,85,50,95,80,240,1
Xerneas,Fairy,126,131,95,99,451,Togepi,Fairy,35,20,65,20,9,1
Yveltal,Dark,126,131,95,99,451,Togetic,Fairy,55,40,85,40,154.5,1
Zygarde 50% Forme,Dragon,108,100,121,95,424,Xerneas,Fairy,126,131,95,99,451,2
Zygarde 10% Forme,Dragon,54,100,71,115,340,Zacian Crowned Sword,Fairy,92,170,115,148,525,2
Zygarde Complete Forme,Dragon,216,100,121,85,522,Zacian Hero of Many Battles,Fairy,92,130,115,138,475,1
Diancie,Rock,50,100,150,50,350,Alcremie,Fairy,65,60,75,64,164,1
Mega Diancie,Rock,50,160,110,110,430,Aromatisse,Fairy,101,72,72,29,114,1
Hoopa Hoopa Confined,Psychic,80,110,60,70,320,Clefable,Fairy,95,70,73,60,188,1
Hoopa Hoopa Unbound,Psychic,80,160,60,80,380,Clefairy,Fairy,70,45,48,35,38,1
Volcanion,Fire,80,110,120,70,380,Cleffa,Fairy,50,25,28,15,8,1
Rowlet,Grass,68,55,55,42,220,Comfey,Fairy,51,52,90,100,238,2
Dartrix,Grass,78,75,75,52,280,Flab̩b̩,Fairy,44,38,39,42,88,1
Decidueye,Grass,78,107,75,70,330,Floette,Fairy,54,45,47,52,91,1
Litten,Fire,45,65,40,70,220,Florges,Fairy,78,65,68,75,221,2
Torracat,Fire,65,85,50,90,290,Granbull,Fairy,90,120,75,45,245,1
Incineroar,Fire,95,115,90,60,360,Milcery,Fairy,45,40,40,34,44,1
Popplio,Water,50,54,54,40,198,Slurpuff,Fairy,82,80,86,72,266,2
Brionne,Water,60,69,69,50,248,Snubbull,Fairy,60,80,50,30,151,1
Primarina,Water,80,74,74,60,288,Spritzee,Fairy,78,52,60,23,139,1
Pikipek,Normal,35,75,30,65,205,Swirlix,Fairy,62,48,66,49,150,1
Trumbeak,Normal,55,85,50,75,265,Sylveon,Fairy,95,65,65,60,200,1
Toucannon,Normal,80,120,75,60,335,Togekiss,Fairy,85,50,95,80,190,1
Yungoos,Normal,48,70,30,45,193,Togepi,Fairy,35,20,65,20,70,1
Gumshoos,Normal,88,110,60,45,303,Togetic,Fairy,55,40,85,40,110,1
Grubbin,Bug,47,62,45,46,200,Xerneas,Fairy,126,131,95,99,420,2
Charjabug,Bug,57,82,95,36,270,Zacian Crowned Sword,Fairy,92,170,115,148,504.5,2
Vikavolt,Bug,77,70,90,43,280,Zacian Hero of Many Battles,Fairy,92,130,115,138,440,2
Crabrawler,Fighting,47,82,57,63,249,Alcremie,Fairy,65,60,75,64,182,1
Crabominable,Fighting,97,132,77,43,349,Aromatisse,Fairy,101,72,72,29,142,1
Oricorio Baile Style,Fire,75,70,70,93,308,Clefable,Fairy,95,70,73,60,228,1
Oricorio Pom-Pom Style,Electric,75,70,70,93,308,Clefairy,Fairy,70,45,48,35,128,1
Oricorio Pa'u Style,Psychic,75,70,70,93,308,Cleffa,Fairy,50,25,28,15,48,1
Oricorio Sensu Style,Ghost,75,70,70,93,308,Comfey,Fairy,51,52,90,100,223,1
Cutiefly,Bug,40,45,40,84,209,Flab̩b̩,Fairy,44,38,39,42,140.5,1
Ribombee,Bug,60,55,60,124,299,Floette,Fairy,54,45,47,52,170.5,1
Rockruff,Rock,45,65,40,60,210,Florges,Fairy,78,65,68,75,221,2
Own Tempo Rockruff,Rock,45,65,40,60,210,Granbull,Fairy,90,120,75,45,265,2
Lycanroc Midday Form,Rock,75,115,65,112,367,Milcery,Fairy,45,40,40,34,44,1
Lycanroc Midnight Form,Rock,85,115,75,82,357,Slurpuff,Fairy,82,80,86,72,205,1
Lycanroc Dusk Form,Rock,75,117,65,110,367,Snubbull,Fairy,60,80,50,30,103,1
Wishiwashi Solo Form,Water,45,20,20,40,125,Spritzee,Fairy,78,52,60,23,193,2
Wishiwashi School Form,Water,45,140,130,30,345,Swirlix,Fairy,62,48,66,49,85,1
Mareanie,Poison,50,53,62,45,210,Sylveon,Fairy,95,65,65,60,179,1
Toxapex,Poison,50,63,152,35,300,Togekiss,Fairy,85,50,95,80,184,1
Mudbray,Ground,70,100,70,45,285,Togepi,Fairy,35,20,65,20,40,1
Mudsdale,Ground,100,125,100,35,360,Togetic,Fairy,55,40,85,40,220,1
Dewpider,Water,38,40,52,27,157,Xerneas,Fairy,126,131,95,99,411,2
Araquanid,Water,68,70,92,42,272,Zacian Crowned Sword,Fairy,92,170,115,148,455,2
Fomantis,Grass,40,55,35,35,165,Zacian Hero of Many Battles,Fairy,92,130,115,138,420,2
Lurantis,Grass,70,105,90,45,310,Alcremie,Fairy,65,60,75,64,159,1
Morelull,Grass,40,35,55,15,145,Aromatisse,Fairy,101,72,72,29,239,2
Shiinotic,Grass,60,45,80,30,215,Clefable,Fairy,95,70,73,60,253,2
Salandit,Poison,48,44,40,77,209,Clefairy,Fairy,70,45,48,35,110,1
Salazzle,Poison,68,64,60,117,309,Cleffa,Fairy,50,25,28,15,-10,1
Stufful,Normal,70,75,50,50,245,Comfey,Fairy,51,52,90,100,218,1
Bewear,Normal,120,125,80,60,385,Flab̩b̩,Fairy,44,38,39,42,38,1
Bounsweet,Grass,42,30,38,32,142,Floette,Fairy,54,45,47,52,168,2
Steenee,Grass,52,40,48,62,202,Florges,Fairy,78,65,68,75,246,2
Tsareena,Grass,72,120,98,72,362,Granbull,Fairy,90,120,75,45,210,1
Comfey,Fairy,51,52,90,100,293,Milcery,Fairy,45,40,40,34,107,1
Oranguru,Normal,90,60,80,60,290,Slurpuff,Fairy,82,80,86,72,260,1
Passimian,Fighting,100,120,90,80,390,Snubbull,Fairy,60,80,50,30,100,1
Wimpod,Bug,25,35,40,80,180,Spritzee,Fairy,78,52,60,23,195.5,2
Golisopod,Bug,75,125,140,40,380,Swirlix,Fairy,62,48,66,49,162.5,1
Sandygast,Ghost,55,55,80,15,205,Sylveon,Fairy,95,65,65,60,230,2
Palossand,Ghost,85,75,110,35,305,Togekiss,Fairy,85,50,95,80,235,1
Pyukumuku,Water,55,60,130,5,250,Togepi,Fairy,35,20,65,20,80,1
Type: Null,Normal,95,95,95,59,344,Togetic,Fairy,55,40,85,40,125,1
Silvally,Normal,95,95,95,95,380,Xerneas,Fairy,126,131,95,99,356,1
Minior Meteor Form,Rock,60,60,100,60,280,Zacian Crowned Sword,Fairy,92,170,115,148,495,2
Minior Core Form,Rock,60,100,60,120,340,Zacian Hero of Many Battles,Fairy,92,130,115,138,375,2
Komala,Normal,65,115,65,65,310,Alcremie,Fairy,65,60,75,64,149,1
Turtonator,Fire,60,78,135,36,309,Aromatisse,Fairy,101,72,72,29,196,1
Togedemaru,Electric,65,98,63,96,322,Clefable,Fairy,95,70,73,60,200,1
Mimikyu,Ghost,55,90,80,96,321,Clefairy,Fairy,70,45,48,35,108,1
Bruxish,Water,68,105,70,92,335,Cleffa,Fairy,50,25,28,15,13,1
Drampa,Normal,78,60,85,36,259,Comfey,Fairy,51,52,90,100,233,1
Dhelmise,Ghost,70,131,100,40,341,Flab̩b̩,Fairy,44,38,39,42,32,1
Jangmo-o,Dragon,45,55,65,45,210,Floette,Fairy,54,45,47,52,198,1
Hakamo-o,Dragon,55,75,90,65,285,Florges,Fairy,78,65,68,75,286,2
Kommo-o,Dragon,75,110,125,85,395,Granbull,Fairy,90,120,75,45,330,1
Tapu Koko,Electric,70,115,85,130,400,Milcery,Fairy,45,40,40,34,44,1
Tapu Lele,Psychic,70,85,75,95,325,Slurpuff,Fairy,82,80,86,72,235,1
Tapu Bulu,Grass,70,130,115,75,390,Snubbull,Fairy,60,80,50,30,90,1
Tapu Fini,Water,70,75,115,85,345,Spritzee,Fairy,78,52,60,23,138,1
Cosmog,Psychic,43,29,31,37,140,Swirlix,Fairy,62,48,66,49,196,2
Cosmoem,Psychic,43,29,131,37,240,Sylveon,Fairy,95,65,65,60,256,2
Solgaleo,Psychic,137,137,107,97,478,Togekiss,Fairy,85,50,95,80,173,1
Lunala,Psychic,137,113,89,97,436,Togepi,Fairy,35,20,65,20,27,1
Nihilego,Rock,109,53,47,103,312,Togetic,Fairy,55,40,85,40,114,1
Buzzwole,Bug,107,139,139,79,464,Xerneas,Fairy,126,131,95,99,381.5,1
Pheromosa,Bug,71,137,37,151,396,Zacian Crowned Sword,Fairy,92,170,115,148,490.75,2
Xurkitree,Electric,83,89,71,83,326,Zacian Hero of Many Battles,Fairy,92,130,115,138,386,2
Celesteela,Steel,97,101,103,61,362,Alcremie,Fairy,65,60,75,64,62,1
Kartana,Grass,59,181,131,109,480,Aromatisse,Fairy,101,72,72,29,93,1
Guzzlord,Dark,223,101,53,43,420,Clefable,Fairy,95,70,73,60,247.5,1
Necrozma,Psychic,97,107,101,79,384,Clefairy,Fairy,70,45,48,35,91,1
Dusk Mane Necrozma,Psychic,97,157,127,77,458,Cleffa,Fairy,50,25,28,15,-39,1
Dawn Wings Necrozma,Psychic,97,113,109,77,396,Comfey,Fairy,51,52,90,100,180,1
Ultra Necrozma,Psychic,97,167,97,129,490,Flab̩b̩,Fairy,44,38,39,42,-4,1
Magearna,Steel,80,95,115,65,355,Floette,Fairy,54,45,47,52,8,1
Marshadow,Fighting,90,125,80,125,420,Florges,Fairy,78,65,68,75,161,1
Poipole,Poison,67,73,67,73,280,Granbull,Fairy,90,120,75,45,184,1
Naganadel,Poison,73,73,73,121,340,Milcery,Fairy,45,40,40,34,13,1
Stakataka,Rock,61,131,211,13,416,Slurpuff,Fairy,82,80,86,72,189,1
Blacephalon,Fire,53,127,53,107,340,Snubbull,Fairy,60,80,50,30,93,1
Zeraora,Electric,88,112,75,143,418,Spritzee,Fairy,78,52,60,23,101,1
Meltan,Steel,46,65,65,34,210,Swirlix,Fairy,62,48,66,49,95,1
Melmetal,Steel,135,143,143,34,455,Sylveon,Fairy,95,65,65,60,-1,1
Grookey,Grass,50,65,50,65,230,Togekiss,Fairy,85,50,95,80,277.5,2
Thwackey,Grass,70,85,70,80,305,Togepi,Fairy,35,20,65,20,55,1
Rillaboom,Grass,100,125,90,85,400,Togetic,Fairy,55,40,85,40,157.5,1
Scorbunny,Fire,50,71,40,69,230,Xerneas,Fairy,126,131,95,99,380,2
Raboot,Fire,65,86,60,94,305,Zacian Crowned Sword,Fairy,92,170,115,148,353,2
Cinderace,Fire,80,116,75,119,390,Zacian Hero of Many Battles,Fairy,92,130,115,138,359,1
Sobble,Water,50,40,40,70,200,Alcremie,Fairy,65,60,75,64,224,2
Drizzile,Water,65,60,55,90,270,Aromatisse,Fairy,101,72,72,29,214,1
Inteleon,Water,70,85,65,120,340,Clefable,Fairy,95,70,73,60,213,1
Skwovet,Normal,70,55,55,25,205,Clefairy,Fairy,70,45,48,35,143,1
Greedent,Normal,120,95,95,20,330,Cleffa,Fairy,50,25,28,15,23,1
Rookidee,Flying,38,47,35,57,177,Comfey,Fairy,51,52,90,100,246,2
Corvisquire,Flying,68,67,55,77,267,Flab̩b̩,Fairy,44,38,39,42,96,1
Corviknight,Flying,98,87,105,67,357,Floette,Fairy,54,45,47,52,111,1
Blipbug,Bug,25,20,20,45,110,Florges,Fairy,78,65,68,75,276,2
Dottler,Bug,50,35,80,30,195,Granbull,Fairy,90,120,75,45,312.5,2
Orbeetle,Bug,60,45,110,90,305,Milcery,Fairy,45,40,40,34,136.5,1
Nickit,Dark,40,28,28,50,146,Slurpuff,Fairy,82,80,86,72,306,2
Thievul,Dark,70,58,58,90,276,Snubbull,Fairy,60,80,50,30,191,1
Gossifleur,Grass,40,40,60,10,150,Spritzee,Fairy,78,52,60,23,173,2
Eldegoss,Grass,60,50,90,60,260,Swirlix,Fairy,62,48,66,49,175,1
Wooloo,Normal,42,40,55,48,185,Sylveon,Fairy,95,65,65,60,245,2
Dubwool,Normal,72,80,100,88,340,Togekiss,Fairy,85,50,95,80,230,1
Chewtle,Water,50,64,50,44,208,Togepi,Fairy,35,20,65,20,76,1
Drednaw,Water,90,115,90,74,369,Togetic,Fairy,55,40,85,40,105,1
Yamper,Electric,59,45,50,26,180,Xerneas,Fairy,126,131,95,99,406,2
Boltund,Electric,69,90,60,121,340,Zacian Crowned Sword,Fairy,92,170,115,148,435,2
Rolycoly,Rock,30,40,50,30,150,Zacian Hero of Many Battles,Fairy,92,130,115,138,435,2
Carkol,Rock,80,60,90,50,280,Alcremie,Fairy,65,60,75,64,204,1
Coalossal,Rock,110,80,120,30,340,Aromatisse,Fairy,101,72,72,29,194,1
Applin,Grass,40,40,80,20,180,Clefable,Fairy,95,70,73,60,258,2
Flapple,Grass,70,110,80,70,330,Clefairy,Fairy,70,45,48,35,88,1
Appletun,Grass,110,85,80,30,305,Cleffa,Fairy,50,25,28,15,33,1
Silicobra,Ground,52,57,75,46,230,Comfey,Fairy,51,52,90,100,236,2
Sandaconda,Ground,72,107,125,71,375,Flab̩b̩,Fairy,44,38,39,42,56,1
Cramorant,Flying,70,85,55,85,295,Floette,Fairy,54,45,47,52,113,1
Arrokuda,Water,41,63,40,66,210,Florges,Fairy,78,65,68,75,223,2
Barraskewda,Water,61,123,60,136,380,Granbull,Fairy,90,120,75,45,207,1
Toxel,Electric,40,38,35,40,153,Milcery,Fairy,45,40,40,34,121,1
Toxtricity Low Key Form,Electric,75,98,70,75,318,Slurpuff,Fairy,82,80,86,72,222,1
Toxtricity Amped Form,Electric,75,98,70,75,318,Snubbull,Fairy,60,80,50,30,122,1
Sizzlipede,Fire,50,65,45,45,205,Spritzee,Fairy,78,52,60,23,148,1
Centiskorch,Fire,100,115,65,65,345,Swirlix,Fairy,62,48,66,49,110,1
Clobbopus,Fighting,50,68,60,32,210,Sylveon,Fairy,95,65,65,60,217,2
Grapploct,Fighting,80,118,90,42,330,Togekiss,Fairy,85,50,95,80,192,1
Sinistea,Ghost,40,45,45,50,180,Togepi,Fairy,35,20,65,20,95,1
Polteageist,Ghost,60,65,65,70,260,Togetic,Fairy,55,40,85,40,155,1
Hatenna,Psychic,42,30,45,39,156,Xerneas,Fairy,126,131,95,99,421,2
Hattrem,Psychic,57,40,65,49,211,Zacian Crowned Sword,Fairy,92,170,115,148,505,2
Hatterene,Psychic,57,90,95,29,271,Zacian Hero of Many Battles,Fairy,92,130,115,138,385,2
Impidimp,Dark,45,45,30,50,170,Alcremie,Fairy,65,60,75,64,241.5,2
Morgrem,Dark,65,60,45,70,240,Aromatisse,Fairy,101,72,72,29,244,2
Grimmsnarl,Dark,95,120,65,60,340,Clefable,Fairy,95,70,73,60,238,1
Obstagoon,Dark,93,90,101,95,379,Clefairy,Fairy,70,45,48,35,153,1
Perrserker,Steel,70,110,100,50,330,Cleffa,Fairy,50,25,28,15,-102,1
Cursola,Ghost,60,95,50,30,235,Comfey,Fairy,51,52,90,100,198,1
Sirfetch'd,Fighting,62,135,95,65,357,Flab̩b̩,Fairy,44,38,39,42,28,1
Mr. Rime,Psychic,80,85,75,70,310,Floette,Fairy,54,45,47,52,113,1
Runerigus,Ground,58,95,145,30,328,Florges,Fairy,78,65,68,75,191,1
Milcery,Fairy,45,40,40,34,159,Granbull,Fairy,90,120,75,45,290,2
Alcremie,Fairy,65,60,75,64,264,Milcery,Fairy,45,40,40,34,99,1
Falinks,Fighting,65,100,100,75,340,Slurpuff,Fairy,82,80,86,72,220,1
Pincurchin,Electric,48,101,95,15,259,Snubbull,Fairy,60,80,50,30,119,1
Snom,Ice,30,25,35,20,110,Spritzee,Fairy,78,52,60,23,188,2
Frosmoth,Ice,70,65,60,65,260,Swirlix,Fairy,62,48,66,49,160,1
Stonjourner,Rock,100,125,135,70,430,Sylveon,Fairy,95,65,65,60,160,1
Eiscue Ice Face,Ice,75,80,110,50,315,Togekiss,Fairy,85,50,95,80,150,1
Eiscue Noice Face,Ice,75,80,70,130,355,Togepi,Fairy,35,20,65,20,60,1
Indeedee Male,Psychic,60,65,55,95,275,Togetic,Fairy,55,40,85,40,155,1
Indeedee Female,Psychic,70,55,65,85,275,Xerneas,Fairy,126,131,95,99,396,2
Morpeko Full Belly Mode,Electric,58,95,58,97,308,Zacian Crowned Sword,Fairy,92,170,115,148,430,2
Morpeko Hangry Mode,Electric,58,95,58,97,308,Zacian Hero of Many Battles,Fairy,92,130,115,138,380,2
Cufant,Steel,72,80,49,40,241,Alcremie,Fairy,65,60,75,64,104,1
Copperajah,Steel,122,130,69,30,351,Aromatisse,Fairy,101,72,72,29,14,1
Dracozolt,Electric,90,100,90,75,355,Clefable,Fairy,95,70,73,60,198,1
Arctozolt,Electric,90,100,90,55,335,Clefairy,Fairy,70,45,48,35,98,1
Dracovish,Water,90,90,100,75,355,Cleffa,Fairy,50,25,28,15,28,1
Arctovish,Water,90,90,100,55,335,Comfey,Fairy,51,52,90,100,203,1
Duraludon,Steel,70,95,115,85,365,Flab̩b̩,Fairy,44,38,39,42,-27,1
Dreepy,Dragon,28,60,30,82,200,Floette,Fairy,54,45,47,52,198,1
Drakloak,Dragon,68,80,50,102,300,Florges,Fairy,78,65,68,75,286,1
